feature,mz,mz max,mz min,mz std,rt,rt end,rt max,rt min,rt start,rt std,qc_cv_pct,d_ratio_pct,drift_r2,det_Dunn,det_French,det_LMU
FT-097,1221.7827177901245,1221.8524106055202,1221.7169620344262,0.0354785929041419,1303.3882126599997,1325.25220737901,1305.5225406711747,1300.5926303818032,1288.0357986272763,1.3854620585509168,9.640816327121616,82.31242092632478,0.013936893196274938,1.0,1.0,1.0
FT-018,1372.9191123009864,1372.997683690058,1372.8485441828032,0.0401136096641405,980.422438027575,998.3599555885412,983.254920699392,977.8447214040514,967.5379132700484,1.3146068155169774,2.3249055569456876,60.21722912743191,0.011718856513793383,1.0,1.0,1.0
FT-225,1077.7143327045933,1077.774000301872,1077.655267159494,0.0311261598865204,1186.9637374633428,1193.886183441663,1190.5084643354585,1183.6865880769894,1179.1995339315472,1.6444793093376109,5.440950778317246,45.37151796370914,0.010869477984076375,1.0,1.0,0.7692307692307693
FT-193,1068.7043278235449,1068.7687486413256,1068.6522719222885,0.0303495491247058,1173.5611587867572,1188.1107673645054,1175.798036250536,1171.238443259308,1163.5870780944826,1.073615958423335,0.8594308456146119,52.76703718971343,0.0104108853815825,1.0,1.0,1.0
FT-094,1221.278586377492,1221.3500894868318,1221.2143035851589,0.0353492358973952,1303.4817365710865,1321.727132797243,1305.6325974876218,1300.8830375216428,1288.7102018083829,1.2677084949312982,10.134558447812545,83.48889321714843,0.010072948392572561,1.0,1.0,1.0
FT-085,1224.2975971419808,1224.3676798771355,1224.2360970656302,0.0338887890806766,1299.5622354883926,1326.7008043924968,1301.6533649016435,1297.2715763988908,1284.4157231648746,1.108347628423208,0.7382492558771041,94.98412317959097,0.008255707989976152,1.0,1.0,1.0
FT-050,1004.669623849698,1004.7279192531678,1004.6184698161242,0.0294407585087183,1156.3925786840523,1179.3259458956536,1158.8210746310124,1153.76426801242,1138.7118691983476,1.295796204185867,0.6992222827546164,27.98556458328885,0.007047073238482295,1.0,1.0,1.0
FT-033,924.6276314779026,924.6807686357288,924.5813200631654,0.0267202128252625,1057.7246344641724,1064.7632179679465,1060.2593047973908,1055.5224966533283,1045.0483313759592,1.245241008611443,0.7886068878136628,50.312492012460694,0.006935820110094176,1.0,1.0,1.0
FT-188,931.123316275561,931.1738081023892,931.07426737904,0.0254915780131796,1102.1879690833632,1107.124431889231,1104.963450062722,1099.1332192776542,1093.916465014947,1.3268034181666346,5.3030335758163405,23.44006331941076,0.006646007063956301,1.0,0.9230769230769231,1.0
FT-074,1178.7694962544108,1178.8389828026638,1178.7095364682805,0.0346786304486905,1244.8608776216845,1262.696978661322,1247.2705609836569,1242.3019230957232,1231.0310019216245,1.2087826948352671,0.762031442883825,72.09779599139009,0.005910510184199673,1.0,1.0,1.0
FT-110,1397.397689304656,1397.4807202889865,1397.32751164411,0.0396415334606327,1341.878177208506,1358.4040985107413,1343.935126354734,1339.536640575101,1327.251101175941,1.0627275704614252,5.321737030855093,90.01288407911613,0.005726359669822073,1.0,1.0,1.0
FT-088,1223.7937689750972,1223.8660708013226,1223.731097431243,0.0355204882343369,1299.7601011100369,1336.2607719587245,1301.8750860839802,1297.2461217844962,1283.6113158516257,1.136548855459982,0.6526810435445266,95.25690769739784,0.005432399098325407,1.0,1.0,1.0
FT-041,1025.1883020825835,1025.2470030177271,1025.1352405717655,0.0297741950913376,1095.323555128769,1102.8408436153272,1098.0563633672148,1092.842493768012,1078.72885869897,1.2868239953887035,0.6973234710673202,58.88945209419874,0.0045013260945815925,1.0,1.0,1.0
FT-070,1150.753810446541,1150.8205810906825,1150.695729566452,0.0333514671345906,1245.2881515322938,1263.9656129090667,1247.3943959348544,1242.8015662893758,1229.169060665631,1.1577912518482407,0.599540128684854,41.068038534937465,0.0031851844291985853,1.0,1.0,1.0
FT-062,1078.713769906068,1078.77689772975,1078.6606048411224,0.0306502872948344,1212.1759527027516,1230.5396418417658,1214.4559206074891,1209.787676317876,1197.3987579345717,1.2388468855173635,0.7174697106905237,81.96244382034482,0.0031422879395869184,1.0,1.0,1.0
FT-194,1106.736189796707,1106.8013071714472,1106.6793317132142,0.0322864849836996,1180.3607794138811,1194.835010057088,1183.154158165373,1177.6877652976746,1167.7071170592574,1.3268503508308518,1.032432076090108,94.0878378460449,0.002758094318336525,1.0,1.0,1.0
FT-059,1223.7919594716086,1223.8635611861732,1223.7311229497138,0.0347144077413259,1257.9046668683316,1269.0074929226648,1259.707712335104,1255.611618909438,1246.198078112655,1.0683033401089197,0.7929267791939114,65.98657193026114,0.0018044570003612533,1.0,1.0,1.0
FT-058,1078.208562682587,1078.2724700812462,1078.1553836436535,0.0307902558921655,1212.3710107648494,1237.6268490501072,1214.7245810620668,1210.068312567409,1196.383045030678,1.193813684743503,0.5599449634330129,78.23615635734613,0.001388735550872927,1.0,1.0,1.0
FT-114,1151.256806499619,1151.3231198517683,1151.2053092518372,0.0333565268257377,1245.2813146104488,1261.8825232464346,1247.5078771979656,1242.7542043970964,1230.7061763431725,1.1684670730987647,0.6834578261855573,40.69253774171279,0.0008424724290067049,1.0,1.0,1.0
FT-104,1222.2864765177096,1222.3567526513016,1222.2240203008816,0.0349509373536697,1258.1864030459938,1275.171996525355,1260.155835858117,1255.5775495992905,1245.5816309792672,1.2015301710468655,0.6982961390741302,54.78657045564728,0.0007845522010568301,1.0,1.0,1.0
FT-055,1105.7327676680493,1105.7968689408365,1105.676441948791,0.0323388959277148,1180.3586166880116,1197.1622159404142,1183.040199087054,1177.5454495086724,1165.815387848887,1.3546287736842515,0.8113567814288729,88.05923362436263,0.0006590724847644479,1.0,1.0,1.0
FT-076,1076.70024884105,1076.7625959678255,1076.6463274354337,0.0309426276442148,1212.7298144435597,1251.1490926434903,1215.2321951852618,1209.9909453942582,1194.3964262931574,1.275060245925924,0.44525761885051396,79.67689236500266,0.0004401639293440224,1.0,1.0,1.0
FT-036,924.1258325459404,924.1798853197248,924.080169273414,0.0264606354907274,1071.4321892574976,1092.4735550258451,1073.9285036159004,1068.937950833161,1064.7293012038544,1.2463305407572942,0.8590016706970465,60.83277434963268,0.00028022954350950254,1.0,1.0,1.0
FT-080,1077.2019763854523,1077.2646319544158,1077.148303148349,0.0310974533514366,1212.614388815364,1250.3539242951745,1214.840334866664,1209.9427795653692,1195.7557470902184,1.2170096262148369,0.5357507414796991,93.65214963352318,0.00015200840881727612,1.0,1.0,1.0
FT-037,1025.6898265569414,1025.748006596175,1025.6372240551368,0.0299180645632153,1095.46453629439,1103.265474153602,1098.0912759786563,1092.8921077109414,1081.8746330427098,1.3060567861598344,0.670225336231394,53.31367448712769,9.068421934113345e-05,1.0,1.0,1.0
FT-054,1106.2349666883931,1106.2984588554452,1106.1774103781204,0.0320626708743715,1180.403233758563,1196.6204858595336,1183.2722565479864,1177.6164536741317,1165.9355028214,1.351917574115685,1.0274316639924084,98.97521338782158,6.708804039471457e-05,1.0,1.0,1.0
FT-046,1004.1671268211272,1004.2261217749128,1004.1153691754812,0.0293680548858246,1156.358765017695,1178.0238250061675,1158.835709078045,1153.6774251130128,1138.0932935777616,1.2480085387190163,0.541816536426411,22.079374499340584,4.426790550232427e-05,1.0,1.0,1.0
FT-221,1005.6756059707232,1005.7351871901508,1005.6206808174506,0.0294205207121462,1156.2008704897985,1172.2008562088015,1158.7916354985457,1153.40959517587,1141.539906588467,1.314394711507909,1.1254503503633273,36.22871229459844,3.7068569629277785e-06,1.0,1.0,1.0
FT-140,1223.2883799925703,1223.3621200936468,1223.2287480892585,0.0350061702112344,1257.8617538028573,1269.8666980654696,1259.7405650826165,1255.3353370369402,1245.8577879085085,1.1917479948660925,0.742941049855394,69.4529310651566,2.062073640231596e-06,1.0,1.0,1.0
